State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs
Telangana,New Delhi,Locality_18,Builder Floor,1,4023.0,Unfurnished,1.0,14,No,Premium,East,Owner,Ready to Move,1991,0,2,2,0,897.3676696732585
Tamil Nadu,Gurgaon,Locality_27,Independent House,5,4058.0,Fully Furnished,17.0,30,Yes,Basic,North,Builder,Under Construction,2011,7,2,5,2,994.759600341261
Maharashtra,Chennai,Locality_18,Apartment,3,2886.0,Unfurnished,30.0,37,Yes,Premium,North-East,Owner,Ready to Move,1995,8,2,2,2,440.9133915708225
Delhi,Bangalore,Locality_23,Villa,2,2089.0,Unfurnished,,34,Yes,Luxury,North-East,Agent,Ready to Move,2013,2,3,5,0,525.8067926895924
Karnataka,Bangalore,Locality_11,Villa,3,2001.0,Fully Furnished,19.0,42,No,Premium,South,Owner,Ready to Move,2001,6,1,7,2,429.70663872807324
Delhi,Chennai,Locality_21,Villa,4,4294.0,Unfurnished,21.0,29,Yes,Luxury,East,Builder,Ready to Move,2006,4,0,7,3,809.3634451060503
Tamil Nadu,Hyderabad,Locality_44,Apartment,4,4818.0,Semi-Furnished,17.0,29,No,Luxury,East,Owner,Ready to Move,2011,2,1,9,3,1261.8444712705395
Karnataka,Chennai,Locality_5,Builder Floor,4,3580.0,Semi-Furnished,21.0,27,No,Basic,South,Agent,Ready to Move,2008,4,2,3,0,524.279302975093
Telangana,Bangalore,Locality_23,Independent House,5,1576.0,Unfurnished,19.0,22,No,Basic,South,Builder,Under Construction,1998,9,1,4,0,274.3908914481088
Haryana,New Delhi,Locality_41,Villa,1,1600.0,Semi-Furnished,7.0,14,Yes,Luxury,North,Builder,Ready to Move,2001,6,4,9,3,415.28663144204234
Delhi,Mumbai,Locality_25,Apartment,3,1002.0,Unfurnished,17.0,22,No,Premium,East,Owner,Ready to Move,2021,6,1,8,0,243.26307918848866
Karnataka,Mumbai,Locality_41,Apartment,2,1839.0,Semi-Furnished,1.0,21,Yes,Premium,North-East,Builder,Ready to Move,2020,8,3,7,3,515.6439894906432
Delhi,Chennai,Locality_10,Independent House,4,4385.0,Fully Furnished,37.0,40,Yes,Basic,South,Builder,Under Construction,2006,7,3,8,3,694.6766507979855
Karnataka,Pune,Locality_22,Villa,3,1123.0,Unfurnished,6.0,44,Yes,Premium,North,Builder,Ready to Move,2012,3,2,9,3,190.89441485608828
Maharashtra,Chennai,Locality_19,Apartment,4,2386.0,Unfurnished,26.0,28,Yes,Premium,North-East,Agent,Ready to Move,1999,4,0,4,2,520.3842800168978
Telangana,Hyderabad,Locality_1,Independent House,4,3850.0,Unfurnished,2.0,29,No,Premium,East,Builder,Ready to Move,2019,4,4,5,0,652.2123921507523
Delhi,Chennai,Locality_7,Builder Floor,2,1550.0,Unfurnished,32.0,45,No,Luxury,South,Owner,Under Construction,2008,9,0,9,2,313.65142030048685
Haryana,Mumbai,Locality_4,Builder Floor,5,4272.0,Unfurnished,,16,No,Luxury,South,Owner,Ready to Move,2015,1,0,7,0,1938.8642347501604
Haryana,Bangalore,Locality_1,Builder Floor,1,4416.0,Unfurnished,37.0,42,No,Premium,North,Builder,Under Construction,2015,6,4,4,1,820.6116728237381
Tamil Nadu,Chennai,Locality_15,Villa,5,4518.0,Fully Furnished,31.0,40,Yes,Basic,North,Owner,Under Construction,2000,6,3,6,2,882.8916322480808
Karnataka,Bangalore,Locality_40,Independent House,3,1829.0,Fully Furnished,12.0,40,Yes,Premium,East,Builder,Ready to Move,2009,8,2,1,2,454.3951778625633
Delhi,Bangalore,Locality_12,Independent House,5,4614.0,Semi-Furnished,35.0,36,Yes,Basic,South,Owner,Ready to Move,1993,8,1,1,2,1132.116865370411
Tamil Nadu,Pune,Locality_22,Apartment,3,3867.0,Unfurnished,30.0,33,Yes,Luxury,North,Builder,Under Construction,2001,3,3,9,1,858.8025474330196
Delhi,Bangalore,Locality_22,Apartment,3,4451.0,Semi-Furnished,6.0,15,,Premium,South,Builder,Under Construction,2014,4,2,8,0,990.9008895587267
Karnataka,Mumbai,Locality_50,Apartment,1,2997.0,Semi-Furnished,15.0,18,No,Premium,East,Builder,Ready to Move,1999,6,3,1,1,808.9784259569071
Haryana,New Delhi,Locality_47,Independent House,2,2073.0,Fully Furnished,15.0,18,Yes,Basic,South,Agent,Ready to Move,2011,9,4,2,0,462.2557878612167
Maharashtra,New Delhi,Locality_17,Apartment,1,3134.0,Semi-Furnished,16.0,42,Yes,Basic,North-East,Owner,Under Construction,1996,6,0,4,0,649.6255359160756
Haryana,Gurgaon,Locality_29,Independent House,5,,Fully Furnished,20.0,21,Yes,,South,Builder,Under Construction,2013,9,4,1,0,1016.1794211161302
Tamil Nadu,Hyderabad,Locality_46,Independent House,3,1711.0,Semi-Furnished,13.0,22,Yes,Premium,West,Agent,Under Construction,1991,7,1,2,0,320.70815742950396
Telangana,Chennai,Locality_14,Builder Floor,4,1275.0,Unfurnished,31.0,38,,Basic,West,Agent,Under Construction,2021,7,4,5,0,158.98183082647782
Maharashtra,Hyderabad,Locality_50,Apartment,4,1660.0,Semi-Furnished,34.0,40,Yes,,East,Builder,Ready to Move,2010,1,0,8,1,355.0768198943444
Tamil Nadu,Mumbai,Locality_20,Builder Floor,3,2883.0,Fully Furnished,29.0,30,No,Basic,East,Builder,Under Construction,1996,8,3,6,2,574.4909017549504
Karnataka,Bangalore,Locality_50,Villa,1,3154.0,Fully Furnished,3.0,11,No,Premium,East,Builder,Ready to Move,1997,3,2,6,1,502.36834982809506
Maharashtra,New Delhi,Locality_48,Villa,2,4040.0,Fully Furnished,9.0,40,Yes,,North-East,Builder,Under Construction,2010,0,1,4,2,1066.2065322654971
Tamil Nadu,Hyderabad,Locality_33,Villa,1,1595.0,Semi-Furnished,11.0,20,Yes,Luxury,North-East,Builder,Under Construction,1997,0,3,2,2,240.2487207210629
Karnataka,Mumbai,Locality_43,Independent House,3,523.0,Semi-Furnished,11.0,18,No,Luxury,South,Owner,Ready to Move,2014,4,2,3,3,164.7040315535173
Haryana,New Delhi,Locality_15,Independent House,3,4056.0,Fully Furnished,25.0,28,No,,North,Builder,Ready to Move,2017,6,0,6,2,1496.7895688931442
Telangana,Bangalore,Locality_12,Independent House,2,1579.0,Unfurnished,22.0,29,Yes,Premium,West,Builder,Ready to Move,2017,4,4,6,1,294.38107055003894
Karnataka,Hyderabad,Locality_40,Apartment,5,4818.0,Unfurnished,9.0,45,No,Luxury,West,Owner,Ready to Move,2020,2,3,5,3,1030.144259518501
Delhi,New Delhi,Locality_20,Builder Floor,5,678.0,Semi-Furnished,20.0,29,Yes,Basic,West,Agent,Under Construction,2014,6,2,6,0,176.92872214316444
Karnataka,Chennai,Locality_30,Independent House,2,,Semi-Furnished,21.0,33,Yes,Basic,South,Owner,Ready to Move,2001,0,2,6,0,499.8579557254737
Karnataka,Chennai,Locality_38,Builder Floor,5,2460.0,Fully Furnished,10.0,10,No,Basic,South,Agent,Ready to Move,2020,0,4,1,2,375.7071852604851
Telangana,Gurgaon,Locality_3,Builder Floor,4,1973.0,Semi-Furnished,22.0,27,No,Premium,East,Agent,Ready to Move,2007,1,3,6,0,453.1438995321294
Delhi,Gurgaon,Locality_28,Builder Floor,5,1712.0,Semi-Furnished,29.0,43,Yes,Luxury,North,Owner,Under Construction,2015,0,3,5,0,518.1154667118113
Tamil Nadu,New Delhi,Locality_26,Apartment,5,1309.0,Fully Furnished,9.0,11,Yes,Basic,East,Builder,Under Construction,1995,8,0,8,3,300.7467803460368
Tamil Nadu,Mumbai,Locality_30,Apartment,5,919.0,Fully Furnished,5.0,44,No,Basic,South,Agent,Ready to Move,1998,3,3,9,1,207.16192642902573
Karnataka,Chennai,Locality_13,Villa,4,4159.0,Semi-Furnished,11.0,12,No,Basic,North-East,Builder,Under Construction,2000,6,4,6,0,683.8159607200312
Delhi,Mumbai,Locality_13,Villa,5,4316.0,Unfurnished,1.0,5,No,Luxury,East,Owner,Under Construction,2020,4,3,4,0,1973.2780688087144
Delhi,Mumbai,Locality_2,Builder Floor,4,1778.0,Semi-Furnished,1.0,5,No,Basic,South,Agent,Ready to Move,1991,6,0,3,1,477.391531012334
Telangana,New Delhi,Locality_37,Villa,2,3023.0,Unfurnished,39.0,43,Yes,Luxury,South,Builder,Under Construction,2018,6,2,1,3,843.1818235253783
Haryana,Mumbai,Locality_49,Builder Floor,1,1940.0,Unfurnished,5.0,25,Yes,Luxury,North-East,Agent,Ready to Move,1994,0,3,7,3,527.5417070699216
Tamil Nadu,Chennai,Locality_38,Apartment,2,1840.0,Unfurnished,22.0,49,Yes,Luxury,North-East,Agent,Ready to Move,2012,0,4,5,0,351.1237706619426
Telangana,Bangalore,Locality_2,Apartment,1,2721.0,Fully Furnished,26.0,34,No,Premium,North-East,Owner,Ready to Move,1996,2,3,4,2,487.5217519882769
Maharashtra,Gurgaon,Locality_36,Apartment,2,2892.0,Fully Furnished,6.0,36,No,Premium,North,Builder,Under Construction,2002,9,1,9,1,666.1554251854311
Tamil Nadu,Bangalore,Locality_26,Independent House,1,1861.0,Fully Furnished,32.0,37,Yes,Luxury,South,Builder,Ready to Move,1999,1,0,7,3,503.4987177403907
Telangana,Mumbai,Locality_11,Builder Floor,1,1091.0,Semi-Furnished,,26,,Luxury,North-East,Agent,Under Construction,2005,6,2,8,0,268.37037136653896
Tamil Nadu,Bangalore,Locality_8,Apartment,3,1026.0,Fully Furnished,10.0,34,No,Premium,North,Builder,Under Construction,2004,2,1,4,3,264.7130990910453
Haryana,Chennai,Locality_44,Builder Floor,1,3003.0,Fully Furnished,39.0,41,No,Premium,West,Agent,Under Construction,2008,6,4,8,0,507.5805451194968
Maharashtra,Chennai,Locality_40,Villa,1,1792.0,Semi-Furnished,34.0,35,No,Luxury,West,Owner,Under Construction,2010,8,3,4,1,275.5152780887696
Haryana,Mumbai,Locality_43,Villa,3,2154.0,Semi-Furnished,31.0,48,No,Premium,West,Owner,Ready to Move,2024,0,0,1,2,528.2906230695013
Maharashtra,New Delhi,Locality_22,Apartment,5,687.0,Unfurnished,,29,No,Basic,South,Builder,Ready to Move,2004,2,3,8,1,152.45435310662748
Karnataka,Bangalore,Locality_20,Builder Floor,5,3258.0,Semi-Furnished,16.0,16,Yes,Luxury,North,Owner,Under Construction,2003,5,3,1,3,1050.763387144539
Telangana,New Delhi,Locality_8,Apartment,3,1028.0,Semi-Furnished,38.0,38,Yes,Luxury,North,Owner,Ready to Move,2018,8,3,3,3,273.8413428901882
Maharashtra,New Delhi,Locality_29,Villa,4,933.0,Fully Furnished,3.0,19,Yes,Premium,West,Builder,Under Construction,1994,4,3,7,3,220.72915322601514
Haryana,Pune,Locality_40,Apartment,1,4012.0,Unfurnished,2.0,14,Yes,Basic,East,Agent,Under Construction,2007,2,0,3,2,614.8841571463005
Tamil Nadu,Mumbai,Locality_26,Builder Floor,1,2304.0,Unfurnished,5.0,39,No,Premium,West,Owner,Ready to Move,1990,7,1,8,1,461.87811520927215
Maharashtra,Gurgaon,Locality_30,Villa,3,802.0,Semi-Furnished,11.0,33,Yes,Basic,South,Builder,Under Construction,2016,4,4,5,0,150.06422875405653
Telangana,Chennai,Locality_17,Independent House,3,4682.0,Fully Furnished,25.0,30,Yes,Basic,West,Builder,Ready to Move,2016,5,1,3,1,739.9606112754899
Maharashtra,Chennai,Locality_20,Villa,4,937.0,Fully Furnished,35.0,43,Yes,Luxury,West,Builder,Under Construction,2014,1,0,5,1,250.0900599606599
Delhi,Mumbai,Locality_16,Independent House,5,3088.0,Fully Furnished,35.0,43,Yes,Basic,North,Owner,Under Construction,2010,3,4,5,2,779.079538796246
Tamil Nadu,Hyderabad,Locality_46,Apartment,2,1332.0,Fully Furnished,22.0,30,No,Luxury,West,Owner,Under Construction,2003,0,2,8,1,228.33603596519322
Telangana,Hyderabad,Locality_43,Apartment,5,1296.0,Semi-Furnished,37.0,40,No,Basic,North-East,Agent,Under Construction,2009,3,1,9,3,234.11302927239797
Telangana,Hyderabad,Locality_7,Builder Floor,1,1059.0,Fully Furnished,22.0,27,Yes,Luxury,North-East,Agent,Ready to Move,2017,0,0,6,2,213.16366718317335
Karnataka,Gurgaon,Locality_16,Independent House,3,4088.0,Unfurnished,11.0,12,Yes,Basic,East,Agent,Under Construction,2010,3,0,3,3,950.2253841069214
Haryana,Chennai,Locality_45,Apartment,4,1261.0,Unfurnished,32.0,37,No,,South,Agent,Under Construction,2012,1,0,2,3,199.43337134361624
Karnataka,Mumbai,Locality_47,Independent House,5,4074.0,Semi-Furnished,35.0,39,No,Basic,South,Agent,Ready to Move,2000,5,4,3,1,1192.1235130074529
Telangana,Chennai,Locality_48,Apartment,4,4285.0,Fully Furnished,31.0,32,Yes,Premium,North,Agent,Under Construction,1991,5,3,9,0,765.6706429083464
Tamil Nadu,New Delhi,Locality_27,Villa,5,3014.0,Fully Furnished,8.0,30,No,Basic,South,Builder,Under Construction,2009,7,2,7,1,843.3305399835175
Maharashtra,Bangalore,Locality_23,Apartment,1,1184.0,Fully Furnished,20.0,20,No,Basic,East,Agent,Under Construction,2013,8,4,9,0,175.6137008503249
Maharashtra,Bangalore,Locality_24,Builder Floor,2,4733.0,Fully Furnished,34.0,39,Yes,Luxury,North-East,Owner,Under Construction,2014,7,4,6,2,1166.9344301198403
Tamil Nadu,Chennai,Locality_9,Villa,4,1077.0,Semi-Furnished,4.0,35,No,Basic,North,Agent,Under Construction,2011,0,1,8,2,141.09849207282215
Telangana,Pune,Locality_35,Builder Floor,4,727.0,Fully Furnished,18.0,47,Yes,Basic,North-East,Owner,Under Construction,2013,2,2,9,2,113.38797407354387
Maharashtra,Gurgaon,Locality_20,Villa,2,2828.0,Semi-Furnished,4.0,10,Yes,Basic,East,Agent,Ready to Move,2004,5,0,3,3,488.84953321939537
Maharashtra,Hyderabad,Locality_37,Independent House,4,3231.0,Fully Furnished,20.0,28,No,Premium,North,Builder,Under Construction,2001,0,4,7,3,481.8527524563863
Maharashtra,Gurgaon,Locality_42,Builder Floor,4,1327.0,Fully Furnished,9.0,37,No,Luxury,West,Builder,Ready to Move,2020,7,2,9,2,407.5673262725779
Haryana,Gurgaon,Locality_17,Apartment,5,930.0,Unfurnished,16.0,25,No,,South,Owner,Under Construction,2020,5,1,2,1,293.3247941116103
Haryana,New Delhi,Locality_47,Independent House,5,1563.0,Semi-Furnished,26.0,28,No,Basic,East,Agent,Ready to Move,2019,0,3,7,3,420.71054467739225
Delhi,Gurgaon,Locality_31,Apartment,2,2209.0,Unfurnished,38.0,39,,Basic,North,Builder,Ready to Move,2009,9,2,5,3,335.1320469433265
Karnataka,Bangalore,Locality_8,Villa,1,1734.0,Semi-Furnished,25.0,26,No,Premium,North-East,Builder,Ready to Move,1997,1,0,8,1,353.79635447471094
Tamil Nadu,New Delhi,Locality_15,Villa,4,801.0,Fully Furnished,4.0,27,Yes,Basic,North,Agent,Ready to Move,2019,5,4,4,3,194.78352285635387
Tamil Nadu,Mumbai,Locality_31,Apartment,1,1920.0,Fully Furnished,38.0,43,No,Luxury,West,Owner,Under Construction,2024,9,3,1,1,511.3415818380153
Tamil Nadu,Gurgaon,Locality_30,Apartment,2,1268.0,Semi-Furnished,19.0,19,Yes,Luxury,East,Owner,Under Construction,2010,7,1,8,0,285.2915553493991
Delhi,Gurgaon,Locality_46,Independent House,2,1904.0,Unfurnished,14.0,39,No,Premium,North,Owner,Under Construction,2017,4,0,6,1,467.4975160941082
Haryana,Mumbai,Locality_20,Apartment,5,943.0,Semi-Furnished,21.0,40,No,Premium,East,Builder,Ready to Move,2006,0,3,8,0,274.90914392797555
Telangana,Gurgaon,Locality_39,Builder Floor,4,3604.0,Semi-Furnished,15.0,32,No,Luxury,East,Agent,Ready to Move,2001,9,1,3,3,974.307432599472
Telangana,Mumbai,Locality_12,Builder Floor,3,4855.0,Fully Furnished,3.0,43,No,Premium,North-East,Builder,Ready to Move,2007,1,0,8,0,1286.4147419210497
Delhi,New Delhi,Locality_49,Apartment,2,3805.0,Unfurnished,37.0,48,No,Basic,South,Builder,Ready to Move,2017,3,4,8,1,701.5955822609428
Telangana,Bangalore,Locality_17,Builder Floor,4,2038.0,Semi-Furnished,16.0,23,Yes,Basic,West,Builder,Ready to Move,1992,3,1,1,0,371.66047653887864
Tamil Nadu,Mumbai,Locality_42,Apartment,1,4430.0,Unfurnished,14.0,14,Yes,Premium,North,Builder,Ready to Move,2004,6,3,4,2,1253.1795086516865
Karnataka,Pune,Locality_30,Independent House,5,1831.0,Unfurnished,9.0,10,Yes,Luxury,South,Agent,Ready to Move,2005,1,0,7,1,569.6765257120146
Maharashtra,Mumbai,Locality_29,Builder Floor,1,569.0,Semi-Furnished,7.0,34,No,Premium,North-East,Builder,Under Construction,2011,6,2,1,1,155.36407938339545
Haryana,Gurgaon,Locality_19,Builder Floor,2,3935.0,Unfurnished,14.0,39,No,Luxury,South,Builder,Ready to Move,2020,6,0,3,0,1019.4282506195167
Haryana,Hyderabad,Locality_46,Apartment,2,980.0,Fully Furnished,6.0,47,No,Premium,East,Owner,Under Construction,2020,6,3,3,3,183.97287196635432
Delhi,Hyderabad,Locality_11,Builder Floor,1,4594.0,Fully Furnished,21.0,21,Yes,Premium,East,Builder,Under Construction,1990,2,3,6,3,716.1476730292085
Haryana,New Delhi,Locality_34,Villa,2,3996.0,Fully Furnished,15.0,36,Yes,Premium,West,Agent,Ready to Move,2000,5,2,5,1,1042.942528156768
Tamil Nadu,Chennai,Locality_50,Independent House,4,3293.0,Fully Furnished,8.0,46,No,Basic,North,Builder,Ready to Move,1995,5,3,7,1,507.2995180671273
Telangana,New Delhi,Locality_7,Independent House,2,3392.0,Unfurnished,34.0,46,Yes,Basic,North,Agent,Ready to Move,2012,3,0,3,0,562.8529043352733
Tamil Nadu,Chennai,Locality_44,Builder Floor,5,1698.0,Fully Furnished,1.0,7,No,Luxury,North-East,Agent,Ready to Move,1998,0,1,1,1,485.29122715893413
Delhi,Hyderabad,Locality_34,Builder Floor,4,2872.0,Semi-Furnished,32.0,41,No,Premium,West,Agent,Under Construction,2005,8,0,3,1,527.8640206576513
Tamil Nadu,Hyderabad,Locality_20,Villa,3,2392.0,Fully Furnished,5.0,19,Yes,Basic,North,Owner,Ready to Move,2008,1,3,8,3,406.16480719281844
Telangana,Mumbai,Locality_50,Villa,2,2383.0,Semi-Furnished,30.0,39,Yes,,East,Owner,Under Construction,2002,8,2,5,1,557.1072473650553
Karnataka,Bangalore,Locality_38,Builder Floor,2,1297.0,Semi-Furnished,22.0,31,Yes,Luxury,West,Builder,Ready to Move,2021,7,2,3,0,391.21644763013876
Delhi,Pune,Locality_24,Builder Floor,5,517.0,Fully Furnished,20.0,22,Yes,,South,Builder,Under Construction,1998,0,4,8,1,82.7275363617313
Karnataka,New Delhi,Locality_10,Villa,5,543.0,Fully Furnished,16.0,23,No,Luxury,West,Builder,Under Construction,2020,6,2,6,1,185.17169514337112
Maharashtra,Gurgaon,Locality_32,Apartment,1,654.0,Unfurnished,7.0,16,No,Basic,West,Agent,Under Construction,2020,9,2,3,1,111.96812919553152
Karnataka,Chennai,Locality_15,Villa,1,,Semi-Furnished,7.0,28,Yes,Premium,North,Agent,Under Construction,2008,2,3,5,2,617.5785465393152
Maharashtra,Gurgaon,Locality_37,Apartment,1,4580.0,Fully Furnished,2.0,9,Yes,Luxury,North-East,Agent,Under Construction,1991,9,1,1,1,1233.4303410708853
Maharashtra,Bangalore,Locality_20,Independent House,5,1925.0,Unfurnished,14.0,28,Yes,Basic,North-East,Builder,Ready to Move,2021,9,1,6,0,400.4100145236208
Karnataka,Chennai,Locality_3,Independent House,1,4820.0,Fully Furnished,31.0,31,Yes,Basic,North,Builder,Ready to Move,2023,8,3,9,3,484.49880711291274
Delhi,New Delhi,Locality_37,Villa,1,4812.0,Fully Furnished,14.0,34,No,Premium,North,Builder,Ready to Move,1990,4,2,7,3,1014.6879034877699
Telangana,Mumbai,Locality_40,Apartment,3,4139.0,Fully Furnished,5.0,19,No,Luxury,North,Builder,Under Construction,2010,2,0,8,2,1356.723590350959
Tamil Nadu,Gurgaon,Locality_8,Villa,1,4626.0,Semi-Furnished,11.0,42,No,Luxury,North-East,Owner,Ready to Move,1992,7,1,6,0,1217.1371698847408
Tamil Nadu,Bangalore,Locality_40,Villa,2,2392.0,Fully Furnished,5.0,48,No,Luxury,North,Owner,Under Construction,2016,2,3,5,3,526.1763222902975
Telangana,New Delhi,Locality_44,Apartment,5,1397.0,Unfurnished,29.0,38,No,Premium,South,Owner,Under Construction,1996,6,0,6,3,385.26284363646414
Maharashtra,Hyderabad,Locality_23,Villa,4,3924.0,Fully Furnished,11.0,31,No,Basic,South,Builder,Ready to Move,2022,6,2,7,1,716.9655761143623
Maharashtra,Hyderabad,Locality_40,Independent House,3,1758.0,Fully Furnished,5.0,24,No,Basic,East,Owner,Under Construction,1998,6,3,9,1,210.05149238484108
Delhi,New Delhi,Locality_11,Builder Floor,5,2515.0,Unfurnished,32.0,45,Yes,Luxury,South,Owner,Ready to Move,2019,0,1,8,1,942.4613386399707
Haryana,New Delhi,Locality_46,Builder Floor,5,2202.0,Unfurnished,36.0,36,No,Basic,West,Builder,Under Construction,2007,4,0,5,2,441.946310435028
Karnataka,New Delhi,Locality_8,Villa,2,1373.0,Semi-Furnished,15.0,22,Yes,Luxury,East,Owner,Ready to Move,2015,0,0,7,1,341.1711401017612
Maharashtra,Chennai,Locality_29,Apartment,1,1065.0,Semi-Furnished,19.0,20,Yes,Premium,South,Builder,Under Construction,2009,6,1,8,0,161.12873759453842
Tamil Nadu,New Delhi,Locality_30,Apartment,2,,Semi-Furnished,22.0,26,Yes,,West,Builder,Ready to Move,2020,7,0,1,2,567.150863694416
Delhi,Gurgaon,Locality_10,Independent House,1,2385.0,Semi-Furnished,34.0,43,No,Premium,South,Builder,Ready to Move,1997,6,1,8,3,481.3910725319116
Karnataka,Bangalore,Locality_39,Apartment,1,2623.0,Unfurnished,17.0,46,No,Luxury,West,Agent,Under Construction,2012,0,3,7,3,697.9807946007137
Delhi,Chennai,Locality_28,Apartment,5,2814.0,Fully Furnished,12.0,17,No,Basic,North,Builder,Under Construction,2014,2,4,2,0,523.2291268001078
Karnataka,New Delhi,Locality_49,Independent House,1,4912.0,Fully Furnished,25.0,26,No,Premium,West,Owner,Under Construction,1990,9,2,2,0,1198.4134170280045
Karnataka,Pune,Locality_36,Villa,3,4383.0,Fully Furnished,17.0,34,Yes,Luxury,North,Owner,Ready to Move,2007,2,3,6,3,1073.3154417679716
Telangana,Pune,Locality_13,Builder Floor,3,3692.0,Semi-Furnished,10.0,41,No,Luxury,West,Builder,Ready to Move,2008,6,2,3,0,860.3489777298754
Maharashtra,Bangalore,Locality_32,Independent House,3,2359.0,Unfurnished,28.0,32,Yes,Premium,West,Agent,Under Construction,1995,3,2,1,0,506.7969462558101
Delhi,Hyderabad,Locality_36,Villa,5,524.0,Unfurnished,18.0,19,No,Premium,South,Agent,Ready to Move,2006,2,1,8,0,113.7042469300764
Delhi,Mumbai,Locality_37,Independent House,2,4003.0,Unfurnished,18.0,20,No,,West,Agent,Ready to Move,1997,5,4,7,1,1046.4177106530828
Telangana,Mumbai,Locality_26,Villa,4,4755.0,Fully Furnished,,38,Yes,Basic,South,Owner,Under Construction,1998,9,2,4,3,1009.3034071236666
Tamil Nadu,Hyderabad,Locality_22,Independent House,1,1637.0,Semi-Furnished,14.0,27,Yes,Basic,West,Agent,Ready to Move,2016,5,2,1,0,169.7075424273553
Tamil Nadu,Chennai,Locality_4,Villa,4,1689.0,Unfurnished,16.0,19,Yes,Luxury,North-East,Agent,Ready to Move,1995,9,3,2,0,367.8548222273954
Maharashtra,Chennai,Locality_31,Independent House,2,4596.0,Semi-Furnished,18.0,24,No,Premium,East,Builder,Ready to Move,1995,4,4,9,1,602.1554595458424
Maharashtra,Chennai,Locality_18,Villa,2,3657.0,Unfurnished,16.0,27,No,Premium,South,Agent,Under Construction,1993,5,4,4,3,518.8467125676361
Haryana,Mumbai,Locality_38,Independent House,5,2867.0,Semi-Furnished,17.0,19,Yes,Basic,South,Agent,Ready to Move,2011,2,2,3,2,822.5173345856296
Telangana,Pune,Locality_24,Builder Floor,3,4977.0,Unfurnished,7.0,22,No,Premium,North,Agent,Under Construction,2016,9,4,8,3,749.9880209430382
Tamil Nadu,Mumbai,Locality_23,Builder Floor,3,2241.0,Semi-Furnished,12.0,29,Yes,Luxury,North-East,Builder,Ready to Move,1991,4,3,4,3,819.3424044922464
Karnataka,Gurgaon,Locality_22,Apartment,2,4188.0,Unfurnished,34.0,43,No,,North,Builder,Ready to Move,1998,8,1,7,3,1003.1585006335044
Delhi,New Delhi,Locality_2,Villa,5,4246.0,Unfurnished,10.0,35,Yes,Basic,North-East,Agent,Ready to Move,2000,3,2,5,1,884.5893915841
Maharashtra,Chennai,Locality_31,Independent House,5,1397.0,Semi-Furnished,5.0,25,Yes,Luxury,North-East,Owner,Ready to Move,2009,1,0,5,3,301.63449519658275
Delhi,Pune,Locality_11,Villa,1,4523.0,Semi-Furnished,21.0,21,No,Luxury,West,Owner,Ready to Move,2003,4,2,6,2,726.7801737826455
Delhi,Bangalore,Locality_28,Builder Floor,3,1216.0,Fully Furnished,3.0,26,Yes,Premium,North,Builder,Under Construction,2015,2,2,4,0,266.89696463726926
Haryana,Bangalore,Locality_46,Villa,2,4467.0,Semi-Furnished,19.0,26,No,Luxury,East,Agent,Ready to Move,2019,2,1,2,3,1195.2906957482828
Tamil Nadu,New Delhi,Locality_32,Independent House,4,4521.0,Unfurnished,,37,No,Premium,North-East,Owner,Ready to Move,2024,3,0,6,1,1194.2986374794025
Maharashtra,Pune,Locality_5,Villa,3,3715.0,Unfurnished,6.0,36,Yes,Premium,North-East,Agent,Ready to Move,1995,3,0,5,3,664.6949583027719
Delhi,Mumbai,Locality_38,Independent House,1,890.0,Semi-Furnished,14.0,19,Yes,Basic,South,Builder,Ready to Move,1992,4,0,3,3,173.00665066539605
Maharashtra,Mumbai,Locality_10,Builder Floor,5,4384.0,Fully Furnished,4.0,8,No,Luxury,West,Owner,Under Construction,1990,6,1,4,2,1975.4635931639998
Karnataka,Gurgaon,Locality_40,Builder Floor,2,2199.0,Semi-Furnished,18.0,34,No,Premium,East,Builder,Ready to Move,2007,3,4,3,2,386.35470390405123
Haryana,Gurgaon,Locality_46,Builder Floor,3,,Unfurnished,29.0,36,Yes,Premium,North-East,Agent,Ready to Move,2012,6,0,3,1,921.6198809686379
Karnataka,Mumbai,Locality_24,Apartment,4,732.0,Unfurnished,35.0,38,Yes,Premium,South,Builder,Ready to Move,2021,8,4,4,1,236.0851833716923
Maharashtra,Bangalore,Locality_35,Builder Floor,1,2426.0,Fully Furnished,38.0,41,Yes,Luxury,North,Builder,Ready to Move,2018,2,3,2,1,502.4435558036572
Maharashtra,Chennai,Locality_44,Villa,1,3631.0,Semi-Furnished,16.0,33,No,Luxury,North-East,Builder,Under Construction,2012,4,1,4,1,665.5481540780104
Tamil Nadu,Bangalore,Locality_48,Apartment,3,3806.0,Unfurnished,20.0,27,No,Luxury,South,Builder,Under Construction,1995,3,4,2,1,851.7163519413499
Delhi,Gurgaon,Locality_23,Builder Floor,4,3224.0,Unfurnished,24.0,37,No,Premium,North,Owner,Ready to Move,2006,8,0,8,0,773.3168224159298
Delhi,New Delhi,Locality_17,Villa,1,733.0,Unfurnished,35.0,37,Yes,Luxury,West,Agent,Ready to Move,2007,4,0,5,0,168.28132328446986
